Date,"Crude oil, average","Crude oil, Brent","Crude oil, Dubai","Crude oil, WTI","Coal, Australian","Coal, South African **","Natural gas, US","Natural gas, Europe","Liquefied natural gas, Japan",Natural gas index,Cocoa,"Coffee, Arabica","Coffee, Robusta","Tea, avg 3 auctions","Tea, Colombo","Tea, Kolkata","Tea, Mombasa",Coconut oil,Groundnuts,Fish meal,Groundnut oil **,Palm oil,Palm kernel oil,Soybeans,Soybean oil,Soybean meal,Rapeseed oil,Sunflower oil,Barley,Maize,Sorghum,"Rice, Thai 5% ","Rice, Thai 25% ","Rice, Thai A.1","Rice, Viet Namese 5%","Wheat, US SRW","Wheat, US HRW","Banana, Europe","Banana, US",Orange,Beef **,Chicken **,Lamb **,"Shrimps, Mexican","Sugar, EU","Sugar, US","Sugar, world","Tobacco, US import u.v.","Logs, Cameroon","Logs, Malaysian","Sawnwood, Cameroon","Sawnwood, Malaysian",Plywood,"Cotton, A Index","Rubber, TSR20 **","Rubber, RSS3",Phosphate rock,DAP,TSP,Urea ,Potassium chloride **,Aluminum,"Iron ore, cfr spot",Copper,Lead,Tin,Nickel,Zinc,Gold,Platinum,Silver
2014-03-31,87.44596095746466,90.48264628374847,88.19551487550457,83.65972171313956,63.20148461385864,64.43195555158947,3.670539966973114,8.903832249522528,13.442318085525557,96.00839955608176,2.503773754746907,3.2636060903793878,1.7640452333665673,2.324713605724533,3.054950968852957,2.1459500341279085,1.7732398141895858,1066.1383207192534,1049.9496784702415,1376.1641814443287,1257.8898962566855,732.7124125742444,959.7411326408754,434.24867988682126,800.784755653327,464.9402139147575,806.2347872173855,798.4120476246684,133.12997122703436,168.74971788360716,175.64840826533074,359.4547053224266,322.43669137969465,352.7103490439773,335.34756934915384,215.35787541990655,251.67757437332352,0.8649373035022999,0.7837251606992954,0.6890585648653288,3.8200903253395957,1.877676457238821,6.5207991512710795,14.709568496548544,0.372265313651397,0.42343882728995463,0.322746357015541,4169.772304895735,398.98597433273386,244.89008217823107,665.2514020931128,756.673313049175,449.1834685311502,1.6345457391807057,1.635946258920006,1.8580849786301703,86.20390752785052,344.37361787281424,304.7630350741005,255.54307964272292,276.72663341559155,1516.2964402334837,95.69771819957387,5877.37119931977,1780.3449510207615,19054.821642879975,13628.960423659297,1729.3710229802675,1080.612147455462,1199.453493861529,17.043957662602303
2014-04-30,86.43611393497073,89.32766308882185,87.22509098619179,82.7555877298972,62.32970548340157,63.81327015010215,3.6889485003392397,8.789968385913449,13.488068504111322,95.72163121702758,2.5410996226373594,3.40286189013398,1.7924986199540576,2.3185876654167297,3.0390457214813558,2.152163279467695,1.7645539952986848,1080.3916219440544,1047.6958763147613,1380.0971611401337,1232.3391559169647,728.0453600692624,961.4784598758722,426.26271476449904,790.0669311424296,456.8583088667728,796.8839269495587,789.3162834121599,129.86817184006637,166.06796337144104,174.26183749558874,359.166854154095,321.8478394355571,354.4685927703909,340.744584899529,211.29267390416422,246.97263055283565,0.8676324234049938,0.7831615495399883,0.6685960213624972,3.9694047386472695,1.9076235095855378,6.608874527899016,14.845595931561983,0.3711526672535558,0.4309582553827508,0.32066643580314813,4189.027627830502,397.79346380092477,243.44260801361497,666.8618223740455,758.505044700609,446.52847548247973,1.6091176660665898,1.5787208064633866,1.7952678654981862,87.9147555851033,348.7646723430878,309.6696015108529,257.20554247300083,269.05223497178537,1531.1323182516976,92.21392526818813,5859.355190118756,1781.1144604342883,18908.753614068577,13854.534740661506,1761.1802540540857,1074.9237962336908,1192.3045245188043,16.754893438699963
2014-05-31,84.96887994106739,87.62445384979166,85.62407800305019,81.65810797035927,61.173416686487364,62.74049180789582,3.7132452165122416,8.657599076834298,13.532016757382616,95.41716994476269,2.5624765084537535,3.5483068717142876,1.8287831780037997,2.311726010091085,3.017018928294842,2.1610592390704504,1.757099862906202,1084.4304260580411,1050.640199122122,1390.1761586823109,1208.1804672005333,720.7572567749532,958.5589843463005,419.2457038427777,779.8311828015868,449.56131948478435,786.3145586531068,783.317896371971,126.92387101026935,164.210025383235,174.77705725024924,358.55080915671755,321.62624007216243,355.8543546483501,344.209594446353,207.8709495692378,242.8041774030756,0.8745285605322409,0.7821313894350802,0.6586507313935879,4.100836348696124,1.9338815595463004,6.668459813556619,14.917199236231996,0.36934538590285404,0.43771901530918184,0.31847623570152184,4195.855218321406,395.85645843355377,241.31290364680936,667.090056472573,758.7646437799051,442.6221188594645,1.5831986170258803,1.5257782136262972,1.7363616729660212,90.24183648374078,353.46806581971765,314.89946140640495,258.693220042485,261.36365976489986,1548.4639542256998,88.35149383425842,5838.114759800461,1778.440220108185,18720.428384454826,14003.577943860932,1790.5551534173328,1069.4857807829112,1180.9962513152452,16.442641540020524
2014-06-30,82.5879147822292,84.98306871551361,83.03176713889377,79.7489084922799,59.78143351530714,61.52243347593118,3.7049673611070264,8.5177689727154,13.523620446742063,94.64621195409876,2.574140081137806,3.672098471943143,1.857173296986204,2.2996847256185124,2.990852397438476,2.171756051583423,1.7364457278318723,1080.4359237831318,1055.9864725729165,1406.4936520498788,1185.3195049965937,710.7306513081074,948.4529314773321,412.06898317306286,768.6853456369861,443.2221452302998,774.0412062956633,777.8878016754353,124.1203382304218,162.99028265272486,176.31781635547662,357.0223090759772,321.71966459725013,357.19437615176355,344.1289828837099,206.53924792042523,240.57782191580958,0.8785049929794901,0.7814757831409501,0.6586456373850519,4.208312139235737,1.9504615234733635,6.708395393937653,14.964334146178564,0.3669220938216023,0.44456843660530776,0.31667860250697843,4198.08939375408,393.25922598491286,238.76077708070127,665.8431772991017,757.3464127289159,437.940944951161,1.5566319020148331,1.4713581606682606,1.6752369088697763,92.21576130429659,358.9880061827875,319.53083038813674,259.46078861334576,253.58467720602064,1566.4069085276835,83.9121094098522,5803.998822555233,1770.9743093141974,18537.052461505056,14158.816175385402,1812.4705581246606,1066.1477427468542,1169.7065191736713,16.172114869259158
2014-07-31,79.15133510808329,81.27272929816198,79.39933406438212,76.78194196170581,58.34127732836538,60.08232871095136,3.6182337991617968,8.379649217904992,13.4843343494446,92.90974036252508,2.5824051111427067,3.7708028620574883,1.874511271685673,2.2819161771051286,2.953728069921252,2.179076464186084,1.712943997205938,1074.4514884979344,1062.5353214283539,1421.4088111011733,1167.144219200521,700.193393567612,937.5152444104922,403.59688238639836,757.7595510499201,436.5314473482459,761.6937609607586,772.0082621674799,121.44883632855775,161.57921879965303,177.27880508333385,354.9420987394469,322.5867968719251,358.46833971553986,341.9852305301705,205.8971567054232,238.94494908237527,0.8743408353348208,0.7806418144381321,0.6599788824692755,4.292783736557589,1.959949681653881,6.716448579397991,15.00328013913104,0.36322090310681754,0.45234372248336907,0.3156065946790327,4202.347350346608,389.2923692045529,236.2925289922636,662.6214122199285,753.6818978573139,433.4136230290221,1.5243511024603762,1.4175545446930997,1.6191877873805323,93.78733759707907,363.01510171378004,323.40746257058197,258.7759519953247,245.66122993885287,1575.7421378256563,79.52605816635185,5728.392425581242,1754.181778087995,18350.061788098203,14258.87896321795,1822.556857826322,1065.9333164639627,1158.9641683394734,15.967980572088527
2014-08-31,75.50621779629282,77.44730853208671,75.68121247814753,73.39013237864457,57.390605507420446,58.77320845759007,3.449692559242007,8.193149203452057,13.37857704951908,89.90481535977901,2.5846408227613296,3.818512453930551,1.8842290370297996,2.268682986198882,2.911976059363809,2.1827391670059524,1.7113337322237325,1063.0912196805737,1069.2668498445141,1431.6741931936217,1157.5926178147388,688.9297221068972,924.0408472755885,396.6764096355729,745.4667021576518,427.86827414757266,748.5117638585581,764.7405195185742,118.53031298121726,159.52970441203317,177.3262780124947,352.5435200874871,324.0064996089,357.7914878815831,339.64787081555863,204.02279457481808,236.08419237278594,0.8669868203767788,0.7817405047818394,0.657791963815686,4.352385437904514,1.9638665257367847,6.68991849076431,15.037818927869708,0.3583661491511379,0.45841136249535797,0.31383341098442563,4197.357822114039,384.0891480980471,233.65023540215896,658.4041090862263,748.8850335075796,428.5670625267597,1.4877491026758136,1.376049468065374,1.5834383187225112,95.37448291317864,364.0798142384724,325.6231361835762,256.2338057803001,240.68197226514724,1583.0193352957915,75.41258405886322,5628.367714802119,1732.9126662397223,18099.985583012753,14297.551734542676,1827.3771384051495,1063.6262538157032,1145.3865123619341,15.735302006405979
2014-09-30,71.96681425589038,73.86443599063149,72.24303523608428,69.79297154095575,56.8330914424086,57.76295997627505,3.267932485996739,7.995641842284427,13.165698330516529,86.61446638308634,2.5775665729172856,3.7810564285842676,1.8757556281750163,2.2612598282852883,2.8748264130223165,2.168811536937338,1.740141534893059,1045.4726241295866,1076.6469961635153,1432.9048107385795,1154.4559015839359,673.6351125015736,903.1479514782992,390.06724007406956,729.514698265755,415.9028901644766,732.1058084055104,753.9110047532394,115.16813975818874,156.5912708942094,176.95820223955494,350.73460334759056,325.5136336548048,356.12291193656836,337.6155662880335,200.26847301556637,230.8916590406609,0.856418607069567,0.7859337793980131,0.6493727696705269,4.3815608881052635,1.9602285726140956,6.6556535286930885,15.06709788673075,0.3523011149877941,0.46222455414480523,0.3086001792039069,4187.798353186668,377.5887746378244,230.6787849900351,653.5534517990496,743.3677765601971,423.11675440968907,1.4477415888725527,1.3420298860146969,1.5521919889792817,96.76600966416092,361.81642389931926,326.09799990040295,253.41544211316665,239.85333736247804,1589.5501529347741,71.48408911191608,5553.617968472127,1712.7754440373112,17742.76152617994,14242.013802472762,1830.150976140709,1055.4964220589286,1126.9437596008597,15.436033208294184
2014-10-31,68.50295208884715,70.34852443065691,68.89698501345072,66.26334682243454,55.94152678554348,56.6743236971164,3.1226237222189486,7.7642232175852595,12.835511597613609,83.52607055609417,2.564974587919274,3.6932856758683785,1.8548131085920967,2.2565960817973325,2.8374973758854813,2.1464357256530624,1.785855143850653,1025.0777267850162,1085.4571744916027,1427.7548469234266,1152.7121620049609,656.0391428483595,879.5710998244808,381.5042931955553,711.8443497296504,402.67640585393565,713.6708747354684,743.3079199494077,111.50885878279163,153.11441845760217,176.40698574185467,350.39531681375496,327.49118908247226,355.60350608637265,336.3455229024916,195.48442978473412,224.04093842567102,0.8386066777116904,0.7919566735527257,0.6349921662376725,4.4057444831861385,1.953730821477886,6.620419501607955,15.051705151526003,0.34536480184401774,0.4637684989741035,0.301281927065535,4179.19938703836,370.1545830640808,227.66597339814416,647.6688883799635,736.6745293394351,417.59058058982976,1.4087797870362624,1.3113873467608173,1.5170422139803723,97.41540676485567,359.73339346822956,325.90174156084794,252.253553622508,239.98235110374952,1591.9857349429067,67.40436973689513,5505.681436668944,1700.4967910985276,17280.57026531714,14013.221745234583,1837.0828225227021,1046.3117238893071,1106.0136515652282,15.157629675882562
2014-11-30,65.30826938568443,67.04824802673728,65.79678941449875,63.07977071581794,54.90977562164897,55.60062501588284,2.989272948554579,7.50030977407193,12.382141767402041,80.34494977131965,2.5604636055075995,3.603384382778982,1.8320786547600107,2.2554899449487333,2.7936482981915396,2.1236252940042823,1.8491962426475783,1005.2078724322275,1093.4436051513517,1424.9721060040813,1150.9623167244638,640.2813510634312,858.1302400091135,372.55311759589756,696.5823413911731,389.66204371072337,697.7744885899417,737.7594985980747,107.70720222860102,149.52401471984803,175.97146979285571,350.23142455611594,329.3355664585023,355.4025986629908,334.3077577982444,190.39123201218175,216.23497911617665,0.8212145219278593,0.7964120363919165,0.6186814874941111,4.425435860359875,1.9434276282078304,6.575015059433378,14.949158323330694,0.33888054710068405,0.46369662475897727,0.29378977512062643,4171.356728367336,363.2048979827273,224.5580162126715,642.183982883841,730.4358628737136,411.88988836007695,1.3756904201613303,1.2931838712381036,1.49441112962123,97.41607395024342,359.67291884233043,325.56413053111606,252.2149553476279,239.9382486833372,1593.8881191887026,63.788375967139665,5461.564168733046,1693.6098427215147,16751.301503966948,13643.996125016862,1851.127242430169,1039.4622273514706,1084.9039904862896,14.947476254841096
2014-12-31,62.12482997388487,63.71034145025408,62.6885814632373,59.97556700816254,54.02852130177264,54.63095723682834,2.8650030998944893,7.266952028287469,11.891115460761963,77.39385094897573,2.5651957345327854,3.530485712561319,1.813401502467147,2.26142389943136,2.749227977639212,2.0977806191242876,1.9372631015284865,985.8013769005926,1099.12320082999,1418.4343263677902,1150.1893640294277,627.7047863461207,836.5417784923662,363.71279278490636,685.5160748928912,377.7214562425125,687.5178637666963,736.0270417608008,104.30692120232862,146.47062019185722,176.44090273412698,349.2539035925199,330.4395701894174,354.2962351763274,330.96643454874265,186.58333472803133,208.61760895061144,0.8088619881433367,0.7973363488988697,0.6035009226111435,4.425916486234112,1.926638708122401,6.5266692896635385,14.721411837493813,0.3331843084514621,0.46298131996911374,0.28551984289711596,4166.257518598868,357.09979164016323,221.13753800064293,637.5785267073986,725.197503702779,405.61596230456627,1.3458656699239104,1.2836558410592471,1.4804302519511283,97.60974426700366,359.6855636052286,325.0810535423473,252.22497611089116,239.94693026892188,1590.4620452779654,61.30737651938688,5405.792120599213,1680.1376294698732,16216.622931076381,13231.738407620163,1857.4108844440707,1032.8718480572506,1060.9456921039805,14.724681047079972
