Date,PC1,PC2,PC3
1966-09-30,-0.23604811783968643,0.1447487062533055,0.03407231017518243
1966-10-31,-0.23933002381389396,0.1423322903041175,0.034902064393622714
1966-11-30,-0.24494737780444759,0.1404943443674527,0.03491010389477369
1966-12-31,-0.24649835733052086,0.14053459328700785,0.034595657232183934
1967-01-31,-0.21870678903126842,0.19075842517465622,-0.012050017792394105
1967-02-28,-0.22443579596990276,0.19372051103104415,-0.011418616419287642
1967-03-31,-0.23066278336626367,0.18959343722117353,-0.010491119539421242
1967-04-30,-0.2360255361822979,0.1899867145689373,-0.0076830275912997065
1967-05-31,-0.24172400360804872,0.18780784413060242,-0.006465892034118573
1967-06-30,-0.24564033711269034,0.1831836630212619,-0.003980586593896946
1967-07-31,-0.24285975601682383,0.18351944296084297,0.0005278255566066487
1967-08-31,-0.24789807201260283,0.17855817542710098,0.003053871130861105
1967-09-30,-0.25325047317913696,0.17604442201463838,-0.0007542697270054822
1967-10-31,-0.25776369342331024,0.17376330425545686,0.0023240269236275567
1967-11-30,-0.2580276594281669,0.1715480276536084,0.004163159413228574
1967-12-31,-0.2556372549761867,0.16998672200567297,0.008037572056974673
1968-01-31,-0.20709431893287544,0.17811436995145571,0.0032898173228026995
1968-02-29,-0.2158887618706031,0.17836654412486425,-0.01935735747866246
1968-03-31,-0.22006065238951186,0.17350085659068493,-0.014562396657175026
1968-04-30,-0.22510999846052057,0.17077436945695504,-0.010803092848695503
1968-05-31,-0.22994633830335323,0.1680525334159135,-0.0065315091699839276
1968-06-30,-0.2333193678351019,0.1666987465092467,-0.010333587456381358
1968-07-31,-0.23540611678417125,0.16256583031633726,-0.004285616204232901
1968-08-31,-0.23998253145346188,0.1595282501708054,-0.0032247921004429267
1968-09-30,-0.24454298021209828,0.15990608938620055,-0.004577394340691036
1968-10-31,-0.24796846924118077,0.16290793194781766,-0.002371657366035107
1968-11-30,-0.2498037586150565,0.16448499737304764,6.386274205986063e-05
1968-12-31,-0.2529547017277826,0.16436292992577073,0.0038175715688185167
1969-01-31,-0.20961734858177775,0.1523133162984494,-0.0009886754683551262
1969-02-28,-0.2158416816592676,0.14932701696337206,0.002732068471367233
1969-03-31,-0.22007247319254583,0.14787533512912382,0.0035559485848456604
1969-04-30,-0.22623975898915907,0.146448126541415,0.006259224961760041
1969-05-31,-0.23182396988240264,0.14510974183801448,0.005754755403378706
1969-06-30,-0.23611071292020025,0.1451914599450877,0.008290311688546256
1969-07-31,-0.23887746821800535,0.14494963881569436,0.012337414594136084
1969-08-31,-0.24120186498960253,0.1454471007669731,0.013323818946054493
1969-09-30,-0.24278335244766538,0.1426151782668465,0.015471707556506491
1969-10-31,-0.24430851351278984,0.14053359441274346,0.017060642497636263
1969-11-30,-0.24655654296193844,0.1367136670493934,0.020385933010331432
1969-12-31,-0.24559289172351847,0.13634152956294096,0.020979242749231367
1970-01-31,-0.17763519352714852,0.1332585133184798,0.029856626697460857
1970-02-28,-0.18554179837626167,0.1334556780861118,0.02994157500068027
1970-03-31,-0.19368524922004,0.13295098930223018,0.028949348925474027
1970-04-30,-0.201962084291113,0.13222842070225388,0.02710284445772436
1970-05-31,-0.20742676205925306,0.13148249981913016,0.028214187921716996
1970-06-30,-0.21405069199878587,0.12999829512055636,0.029563631966636958
1970-07-31,-0.22007952764928254,0.13039361316626874,0.023628876444140905
1970-08-31,-0.2250417375303675,0.12892377613832698,0.024394212047544335
1970-09-30,-0.23091700741711876,0.1283223100034095,0.026780334733440304
1970-10-31,-0.23499167878970523,0.1274873995408065,0.028229997070512287
1970-11-30,-0.24058446053561955,0.12607590697531917,0.027190093143562157
1970-12-31,-0.24582467516745746,0.12851806119830247,0.024023821215515096
1971-01-31,-0.11704835262409492,0.12153331510855322,-0.0572876987894232
1971-02-28,-0.12522345794015305,0.12168634795553071,-0.05176376679102298
1971-03-31,-0.13330500946923016,0.1203342395500967,-0.04449298984789212
1971-04-30,-0.06474810701909166,0.0900376872903118,0.01803778590558024
1971-05-31,-0.07272811745531921,0.0912143694362849,0.021151242227132383
1971-06-30,-0.08408682735049205,0.09138479273805337,0.023956383684705027
1971-07-31,-0.087981557814383,0.09119195636485991,0.029951108074540114
1971-08-31,-0.09853649699814003,0.09194373265007412,0.03334110730180609
1971-09-30,-0.10628976809238903,0.09437528061483987,0.03544908223533278
1971-10-31,-0.11829506561251045,0.09551041378051932,0.036736468135761605
1971-11-30,-0.13021048532430235,0.09594495919818045,0.037420703029480716
1971-12-31,-0.13573863567025068,0.10632911624867905,0.03769372693729673
1972-01-31,0.010831054812857484,0.16444238272350137,-0.03456433916251852
1972-02-29,-0.004115110079221305,0.16110260664270712,-0.03100951373956137
1972-03-31,-0.018285960529648305,0.16013937332375225,-0.029273103572221928
1972-04-30,-0.03503065393511799,0.16048192617602414,-0.024713900688598155
1972-05-31,-0.046494077350073854,0.15690418964399874,-0.021343733155963034
1972-06-30,-0.056106747879797934,0.1528157231009891,-0.016050370463012918
1972-07-31,-0.0527969185580592,0.15040864379845126,-0.004887227034853604
1972-08-31,-0.06327296542383085,0.1487473573724281,-0.0016871363647625534
1972-09-30,-0.068727212624226,0.14391372071769723,-0.000780475800118495
1972-10-31,-0.07919618557206845,0.13932333183594228,0.0030569502811896992
1972-11-30,-0.08943827780161115,0.14010874202537105,0.0069983308801422036
1972-12-31,-0.09244101190801247,0.1705206938996226,-0.0164523026621235
1973-01-31,0.16947656012604395,0.25915696995989235,-0.1139203753207817
1973-02-28,0.16366040047149125,0.2539876293070304,-0.111587809827108
1973-03-31,0.143375250504346,0.24466424512368312,-0.10213111291200747
1973-04-30,0.14129919588918927,0.2343035552699632,-0.1012881637044915
1973-05-31,0.12898204083589965,0.2320445703215691,-0.09408904758480681
1973-06-30,0.11516351630716219,0.22540591209993768,-0.08470750392867117
1973-07-31,0.15090541136197005,0.2191026688835035,-0.08735928898095847
1973-08-31,0.15817325901710802,0.2101742720404511,-0.08111403014960608
1973-09-30,0.14789421260347715,0.2055999318746441,-0.07156334310846571
1973-10-31,0.23079860138232264,0.1946254552947996,-0.15037048401326691
1973-11-30,0.2094936397495494,0.18868078491133103,-0.14254157766265693
1973-12-31,0.1960157450053887,0.19539413190686725,-0.13833180777995907
1974-01-31,1.5806401634553293,0.3970687848190415,-0.4154053358291921
1974-02-28,1.5045438085094445,0.3913720363002248,-0.3840883919657585
1974-03-31,1.4173462401266856,0.37577741016192534,-0.36109996331591154
1974-04-30,1.37420121048687,0.3462521934148242,-0.32760583592379194
1974-05-31,1.2876117615690235,0.33662329782406664,-0.31896045193753164
1974-06-30,1.2128571888536042,0.32481405277806846,-0.29205618236887604
1974-07-31,1.1434054322015088,0.3082296676675465,-0.2747803102998592
1974-08-31,1.0709608068463272,0.2975807860419748,-0.25552751235953336
1974-09-30,1.0182564146923065,0.3001519587897901,-0.2443886158025404
1974-10-31,0.9485185189892151,0.2877214426360098,-0.2288280869425235
1974-11-30,0.8877286190580548,0.29114227050817526,-0.21034296370158895
1974-12-31,0.8265712935244935,0.29079214234146444,-0.1938929495527178
1975-01-31,0.828555993689169,0.24570715673535035,-0.19442009708291455
1975-02-28,0.7755220569596938,0.2436222589794095,-0.18077012118366648
1975-03-31,0.7208692575637909,0.23831940113832575,-0.1584167903945645
1975-04-30,0.6962061002443547,0.22855757003438934,-0.12860097675215662
1975-05-31,0.6548462084218947,0.22479217698914117,-0.10676463726544272
1975-06-30,0.6024537707400539,0.21946529299873835,-0.09560569431268393
1975-07-31,0.5580605960933107,0.22131175052610558,-0.09601247641027906
1975-08-31,0.5154196846994521,0.2127546025023237,-0.09064851699096876
1975-09-30,0.47140571023172156,0.20643736637342036,-0.08100478607895382
1975-10-31,0.4280612305503235,0.20049220726458508,-0.07240030800898019
1975-11-30,0.3872285704403662,0.2074072745582657,-0.07450239788817158
1975-12-31,0.34977158484971105,0.20737081117434494,-0.06575292829749595
1976-01-31,0.36292134401873277,0.2050636259984157,-0.053063074231070345
1976-02-29,0.3263586833091737,0.19605475749117676,-0.04281409966231226
1976-03-31,0.2925056031772548,0.1914201996391647,-0.03409958172003975
1976-04-30,0.27410698869246186,0.18137924364605948,-0.01824234461687708
1976-05-31,0.24576210475777793,0.17670488980151086,-0.009894376851532098
1976-06-30,0.2220563584107506,0.17566890638512198,-0.005034645073228949
1976-07-31,0.2071310662044205,0.17365793313538314,0.00664130001604979
1976-08-31,0.19563560426880486,0.189113158709724,0.026280065377884597
1976-09-30,0.16953505692205148,0.18567031246324664,0.02879273403748219
1976-10-31,0.14430969108186556,0.1791477308911162,0.031522908633717
1976-11-30,0.11958125924497981,0.17619875846379832,0.029131239672246442
1976-12-31,0.09481077767360016,0.17141998094625321,0.030577859275624994
1977-01-31,0.5041499657005553,0.4035356629982175,0.5968781522073232
1977-02-28,0.4734025027738892,0.39119412021297106,0.571130787464432
1977-03-31,0.4423882270133913,0.37756342561975353,0.5518552478709591
1977-04-30,0.4393971561031539,0.3733901498204164,0.5641453455684853
1977-05-31,0.4140908647168226,0.3562721617557168,0.5492360834697116
1977-06-30,0.38366530265313037,0.3440604272895731,0.5242618306472568
1977-07-31,0.35363300206517817,0.332410484113762,0.493699251161895
1977-08-31,0.32215426074031894,0.3195131423386455,0.4734392397488927
1977-09-30,0.2871813389111988,0.30642418721349385,0.4507633283184951
1977-10-31,0.25574072410694654,0.28736371397918475,0.42829726492519027
1977-11-30,0.23389717112939218,0.2742600041647781,0.4123935240603688
1977-12-31,0.20592833485371687,0.2690289778620861,0.3929127054770207
1978-01-31,0.20272740613243995,0.23436474697886628,0.3823250133789972
1978-02-28,0.1747981313776216,0.2290019487693611,0.3591218814483368
1978-03-31,0.1536807356747435,0.22724697481301862,0.33675332130446567
1978-04-30,0.1665858022359593,0.2047876376624933,0.34910019802137204
1978-05-31,0.1528831038427036,0.19663125182067318,0.3361548440051243
1978-06-30,0.1254787479833621,0.1932963772199111,0.30575735642187796
1978-07-31,0.10455696662263575,0.18837055652383863,0.29049783029574117
1978-08-31,0.08339092569546612,0.18492245270534607,0.2774978098037279
1978-09-30,0.06599187600254429,0.18344932500081437,0.2664414580281795
1978-10-31,0.048876727784706614,0.17659492464149035,0.25757331004220985
1978-11-30,0.03484024251068359,0.17578083947491455,0.2437286356187654
1978-12-31,0.029453743406771114,0.17127777347066023,0.22319626422567498
1979-01-31,0.07898220805623765,0.13047533339731943,0.1863455077456169
1979-02-28,0.08248971721798075,0.1304912579255815,0.1574269026759532
1979-03-31,0.06441833715319248,0.12261907067325285,0.14856129699833326
1979-04-30,0.12629972620694055,0.08568175768639343,0.19292494139141836
1979-05-31,0.19868883899048245,0.08008464125664717,0.12184032791244735
1979-06-30,0.18453655121393978,0.06859831158700527,0.11187632589928369
1979-07-31,0.18204872299352462,0.08093093925558527,0.11334669465593307
1979-08-31,0.16414954139554044,0.08111226484359918,0.11021253424113565
1979-09-30,0.14753146066833805,0.08247775803224926,0.1088895469780568
1979-10-31,0.1270648274195938,0.08652052535385084,0.10538483299779715
1979-11-30,0.10230330522507693,0.09209454474887255,0.09954763410287698
1979-12-31,0.09438485716310994,0.08783828076488821,0.10898043373146996
1980-01-31,0.12218637304186052,0.019419532569347264,0.11352766266663791
1980-02-29,0.10787864187632762,0.029866440114804237,0.10851939591074475
1980-03-31,0.10023404610954259,0.03313735774354227,0.10611928873751236
1980-04-30,0.11393890375106755,0.030818006145495628,0.12822499109228025
1980-05-31,0.09867475447374405,0.05036897526092626,0.12595540564923116
1980-06-30,0.08467025603058352,0.05711918319422862,0.12291367148457845
1980-07-31,0.0805243380562912,0.060168496522976865,0.11033457914651498
1980-08-31,0.06580171871726537,0.059315084116388236,0.10140723247799599
1980-09-30,0.0457413341354651,0.057130301768517584,0.08483763359234502
1980-10-31,0.03725398264073802,0.053551165199069876,0.06330614355937171
1980-11-30,0.027006943841102932,0.06225872365707258,0.04966987760881554
1980-12-31,0.020692084698163908,0.0685420779654285,0.050949597128639924
1981-01-31,0.004513797332192831,0.06645639524021511,0.050145191251480974
1981-02-28,0.008291527980266823,0.07380515996273926,0.03303186351783088
1981-03-31,-0.0069413560433997,0.07623324031753083,0.03347718265822143
1981-04-30,0.04610730928449524,0.08773221398753886,0.01862663525435763
1981-05-31,0.08908543254459146,0.09548393496648727,0.008478114392380826
1981-06-30,0.07037789837829739,0.09533124284170501,0.00389383956628186
1981-07-31,0.06022863184763174,0.09734137840822633,-0.0007313452658157313
1981-08-31,0.044567067981557275,0.09677917557335569,-0.0007124503961079747
1981-09-30,0.03560198687300778,0.10414479890307582,-0.016559395483869418
1981-10-31,0.021352522012447264,0.10588487016765223,-0.00857510136932976
1981-11-30,0.011651172537334014,0.10679140520482569,-0.005085639742276785
1981-12-31,-0.0038193501329136094,0.10792827010754229,-0.004425001421115088
1982-01-31,-0.007400118454126039,0.10202055786483487,0.007482079107715071
1982-02-28,-6.368843579853684e-05,0.1016098978577011,0.0013068646097722158
1982-03-31,-0.008156452448862787,0.08792941984725999,0.0008247536723860662
1982-04-30,-0.015028177596029616,0.09180529172331324,-0.003226529738583015
1982-05-31,-0.02439624792339262,0.08910828470050461,-0.0042297790005810096
1982-06-30,-0.03221778383308798,0.09051729716909945,0.0019700444035881414
1982-07-31,-0.031096326729674575,0.09334624293966631,0.011473124876253606
1982-08-31,-0.04335546791392612,0.09670020814704412,0.013854122297274351
1982-09-30,-0.051674661754516786,0.09741885301658469,0.013177868667072724
1982-10-31,-0.06598533213578174,0.09721424108604657,0.011826816514683187
1982-11-30,-0.07262856126459426,0.09207123486044298,0.009602504295680851
1982-12-31,-0.06284520561458903,0.09578046506716206,0.024360507118238756
1983-01-31,-0.053059735391868174,0.08518952461968858,0.04973968410810696
1983-02-28,-0.06049956764107851,0.07978216465244048,0.044563960908645214
1983-03-31,-0.06592723804625215,0.07436840268222977,0.04559072987152656
1983-04-30,-0.05726361098134304,0.07312778122447566,0.03890760907976645
1983-05-31,-0.06569055670456418,0.08739004208903994,0.04177909676798745
1983-06-30,-0.06432055411616133,0.09430403960570928,0.03131960943016163
1983-07-31,-0.06273925011620728,0.09490850801939525,0.03957504350976563
1983-08-31,-0.05033485703606555,0.10945313943340389,0.047435115057397684
1983-09-30,-0.06075850411019172,0.10527820390122317,0.030909734526682543
1983-10-31,-0.0648009056445961,0.10160080907753852,0.032782710884393794
1983-11-30,-0.0766734069308945,0.1041293481184963,0.029332765211331713
1983-12-31,-0.08851940283465631,0.10606184863373465,0.02939272669075542
1984-01-31,-0.07943734824631883,0.10002456738473878,0.05031704153005641
1984-02-29,-0.08015127269438148,0.0963218921583308,0.0507853039138406
1984-03-31,-0.07720103830336555,0.09795462166436651,0.042372588236504825
1984-04-30,-0.08063267713192795,0.09582654305697158,0.044772554151583835
1984-05-31,-0.08132321440692238,0.09671367503958421,0.045625563605069565
1984-06-30,-0.08318091194806866,0.08233726616180208,0.045785378399240705
1984-07-31,-0.07716099852752237,0.09021352606538734,0.03638180735914745
1984-08-31,-0.08874496269155399,0.09074273785174951,0.033294879856983886
1984-09-30,-0.09690462977340751,0.0897448323800632,0.03313695010986016
1984-10-31,-0.09943142204903581,0.10226131984570479,0.026538814648857153
1984-11-30,-0.1011643244973736,0.10748369582625035,0.021368165972739654
1984-12-31,-0.10947316922305157,0.1073176384693318,0.019257105742413478
1985-01-31,-0.11305223599494878,0.10475619973874034,0.017051443463984246
1985-02-28,-0.11934149906510573,0.10181005790405101,0.012536492701510379
1985-03-31,-0.0837963450704734,0.11672111370230549,-0.004916080130296814
1985-04-30,-0.08555111793836544,0.11308873196077834,0.0002054042174268804
1985-05-31,-0.08181215622710221,0.10841429390084023,-0.0014760014630690232
1985-06-30,-0.09152268306201775,0.10824770724642853,-0.00387507505699338
1985-07-31,-0.09929057985507575,0.10725398729611897,-0.005035714626411521
1985-08-31,-0.10274113298869601,0.11426283723920841,-0.01719556045996516
1985-09-30,-0.11135303513171745,0.11458714402106938,-0.014798543016673693
1985-10-31,-0.11771839853323408,0.10973427975271403,-0.0214268884688831
1985-11-30,-0.11931521830090439,0.10789831791147772,-0.021563053733172587
1985-12-31,-0.11230449620095774,0.10040708365792637,-0.02825473760876704
1986-01-31,-0.10918785535604844,0.08313433261242313,-0.025435298652329293
1986-02-28,-0.033622659462016605,0.06710858658712965,-0.09311169985663305
1986-03-31,-0.01710221856229224,-0.0030727058434529366,-0.11259154945725768
1986-04-30,-0.028492101002017815,0.010966499871580293,-0.10125644259513855
1986-05-31,-0.01572485065466568,0.0006711918209438332,-0.11920289074934573
1986-06-30,-0.021548554376823906,0.002933954905257363,-0.11519821459640754
1986-07-31,-0.024910076656846407,0.005086883386966082,-0.11163369208710755
1986-08-31,0.055301633742357,-0.022488058016753937,-0.18278580183997206
1986-09-30,0.04441786926074516,-0.01922899543022255,-0.18124532056551446
1986-10-31,0.040858248446249565,-0.016334507726779534,-0.1739693292239026
1986-11-30,0.03491787645887822,-0.0336244644249156,-0.16989163911714159
1986-12-31,0.020841068606168384,-0.03425204496824517,-0.16530560320757748
1987-01-31,0.04191348075929422,-0.053030406815036964,-0.1653622170358265
1987-02-28,0.031070936149719824,-0.04717216452187014,-0.1533489380901355
1987-03-31,0.014273832215148934,-0.04048656975041636,-0.14326539898708454
1987-04-30,0.019443434780957714,-0.03344644487446666,-0.13161698692021273
1987-05-31,0.01142081141510093,-0.02265205501528189,-0.1331952574688926
1987-06-30,-0.0036562750540235093,-0.01904313183640333,-0.12555975692213703
1987-07-31,-0.014471939356049724,-0.015423479492555894,-0.11268803256621211
1987-08-31,-0.02634423016443791,-0.011651413202649504,-0.11261282176541682
1987-09-30,-0.031214407970181452,-0.010144490971878804,-0.10693944636106015
1987-10-31,-0.04256266369155619,-0.0053861751343628065,-0.10722492840724758
1987-11-30,-0.05019682014062812,-0.005214904654552442,-0.1214624840492146
1987-12-31,-0.0553686764062477,-0.013844190348540944,-0.11352804755742596
1988-01-31,-0.058146484808334224,-0.02347621853744369,-0.10624771253858953
1988-02-29,-0.06439217544721422,-0.014951240736409313,-0.10173965237926605
1988-03-31,-0.06457801937381649,-0.043097642562931145,-0.09960841858820868
1988-04-30,-0.06355978859996142,-0.03771641843709411,-0.10501531241784377
1988-05-31,-0.056974545053488146,-0.037543760869177774,-0.09180122260228861
1988-06-30,-0.04258242693671974,-0.03523258530057872,-0.08433418763737915
1988-07-31,-0.04847979193524724,-0.03080464631577654,-0.09385676664405317
1988-08-31,-0.04397371085181337,-0.018284037301788906,-0.08978527178533693
1988-09-30,-0.04984888768310093,-0.006535968231736339,-0.11406603488623265
1988-10-31,-0.057779228265122946,-0.005778237511875222,-0.11247714366452721
1988-11-30,-0.0683910502596892,-0.0005960965350136697,-0.10690920962201356
1988-12-31,-0.056113368765913864,-0.004438126336427564,-0.1251129795291527
1989-01-31,-0.04846211150205933,-0.012754118792131293,-0.11544129197661226
1989-02-28,-0.06075138559310716,-0.008090030224018786,-0.10530758975964821
1989-03-31,-0.06781329175785232,-0.007443630456844596,-0.11134593699261904
1989-04-30,-0.0720371644944845,-0.008510864802584306,-0.10143540829931104
1989-05-31,-0.07490975907059,-0.008860159020337597,-0.09732854156635833
1989-06-30,-0.07767323242659828,-0.007444999843792746,-0.09529358874809524
1989-07-31,-0.08560797896437425,-0.0031182204428735322,-0.09143606977653103
1989-08-31,-0.06552410246238197,0.010799892745248741,-0.10271763959214776
1989-09-30,-0.06101265370416169,0.009144269411650847,-0.07977912015470814
1989-10-31,-0.06937001164066492,0.009229833192088473,-0.0746320693974257
1989-11-30,-0.06167384678115455,0.00018452779798138762,-0.07531349931076407
1989-12-31,-0.06789140835453594,-0.0020051172376572115,-0.07433803191109373
1990-01-31,-0.041749170804905346,-0.03765361606564697,-0.0682118699601069
1990-02-28,-0.047173289828609355,-0.047708298180963074,-0.06725891253577412
1990-03-31,-0.03652037127803354,-0.05742501078957545,-0.05812426541834165
1990-04-30,-0.031248240324634868,-0.04914024255600642,-0.047098471955482765
1990-05-31,-0.04126953984605325,-0.045355155180143186,-0.04543560129032635
1990-06-30,-0.04686843053977509,-0.038583698768209815,-0.03962486206368072
1990-07-31,-0.04168142913840188,-0.033975708282038476,-0.050626645694832446
1990-08-31,0.06979107791480776,-0.08129484006362199,-0.16942649383904276
1990-09-30,0.07198791259579011,-0.07884630670093287,-0.17562692248142295
1990-10-31,0.10082352839298736,-0.06376475306925332,-0.19327252785843269
1990-11-30,0.0999563963651229,-0.07203592742428562,-0.193010034676566
1990-12-31,0.09344047538046688,-0.06736497910324826,-0.19468141609189088
1991-01-31,0.09159588367224444,-0.07494335561599322,-0.19849364728741353
1991-02-28,0.08710130385435619,-0.08115990466217937,-0.1976245323976829
1991-03-31,0.07139722201419516,-0.07737516117031565,-0.18786118650496883
1991-04-30,0.05539138783038036,-0.06854505154804864,-0.17499762163092533
1991-05-31,0.0422159308613705,-0.060219406697802076,-0.16515523462106435
1991-06-30,0.027339184988658047,-0.04604681765186518,-0.15805985175309337
1991-07-31,0.01670289618451002,-0.02994853236695965,-0.16536049148424692
1991-08-31,0.0013779068620317174,-0.028016140806008533,-0.1587730234090064
1991-09-30,-0.011372791802382442,-0.03337440804516093,-0.15369194301852412
1991-10-31,-0.02438129876561903,-0.026865242125285394,-0.14972581313210204
1991-11-30,-0.03746389147034289,-0.017343680418704127,-0.1414978847400173
1991-12-31,-0.04100271113450108,-0.01316239663720892,-0.13894503518937354
1992-01-31,-0.046398841518129105,-0.03773235791636784,-0.14699546421060242
1992-02-29,-0.060163673312549994,-0.03069933661510791,-0.13612771600649873
1992-03-31,-0.071760714919403,-0.02608632417920243,-0.12475977728577971
1992-04-30,-0.07732556533601713,-0.02000864124557059,-0.12579522562610596
1992-05-31,-0.07508894041420582,-0.022674303013499413,-0.10757875682302737
1992-06-30,-0.08459070850854332,-0.01955003915398047,-0.09852840779880191
1992-07-31,-0.08903522678684099,-0.017782407167894206,-0.09242891442630108
1992-08-31,-0.09615774350704474,-0.013191601418010719,-0.0955430466882542
1992-09-30,-0.10568284062848589,-0.014495013459585102,-0.09171608358810728
1992-10-31,-0.11012895169617479,-0.012551402147657053,-0.09198170406288637
1992-11-30,-0.11143570802677892,-0.011234698601711784,-0.08931366978866365
1992-12-31,-0.11782770949137765,-0.005893339974454993,-0.0856624317948462
